     1      1.32716651       0.00000000   0.172833488692
     2      1.21830708       0.00000000   0.108859433388
     3      1.14764613       0.00000000   0.070660943630
     4      1.10079028       0.00000000   0.046855852450
     5      1.06924880       0.00000000   0.031541477298
     6      1.04779088       0.00000000   0.021457920772
     7      1.03308448       0.00000000   0.014706404001
     8      1.02295301       0.00000000   0.010131473846
     9      1.01594799       0.00000000   0.007005012129
    10      1.01109241       0.00000000   0.004855583640
    11      1.00772079       0.00000000   0.003371623576
    12      1.00537672       0.00000000   0.002344069687
    13      1.00374564       0.00000000   0.001631076373
    14      1.00261001       0.00000000   0.001135632360
    15      1.00181900       0.00000000   0.000791010624
    16      1.00126787       0.00000000   0.000551128861
    17      1.00088380       0.00000000   0.000384071468
    18      1.00061611       0.00000000   0.000267690114
    19      1.00042951       0.00000000   0.000186593035
    20      1.00029944       0.00000000   0.000130073364
    21      1.00020876       0.00000000   0.000090678040
    22      1.00014555       0.00000000   0.000063216491
    23      1.00010147       0.00000000   0.000044072610
    24      1.00007075       0.00000000   0.000030726578
    25      1.00004932       0.00000000   0.000021422224
    26      1.00003439       0.00000000   0.000014935450
    27      1.00002398       0.00000000   0.000010412967
    28      1.00001672       0.00000000   0.000007259928
    29      1.00001165       0.00000000   0.000005061641
    30      1.00000813       0.00000000   0.000003528996
    31      1.00000567       0.00000000   0.000002460433
    32      1.00000395       0.00000000   0.000001715427
    33      1.00000275       0.00000000   0.000001196006
    34      1.00000192       0.00000000   0.000000833863
    35      1.00000134       0.00000000   0.000000581374
    36      1.00000093       0.00000000   0.000000405338
    37      1.00000065       0.00000000   0.000000282604
    38      1.00000045       0.00000000   0.000000197034
    39      1.00000032       0.00000000   0.000000137373
    40      1.00000022       0.00000000   0.000000095778
    41      1.00000015       0.00000000   0.000000066777
    42      1.00000011       0.00000000   0.000000046557
    43      1.00000007       0.00000000   0.000000032460
    44      1.00000005       0.00000000   0.000000022631
    45      1.00000004       0.00000000   0.000000015779
    46      1.00000003       0.00000000   0.000000011001
    47      1.00000002       0.00000000   0.000000007670
